sqlite-O0-x64.mv.db,/Users/landen/Research/bsim/bins/sqlite/sqlite3-O2.o-x64,0.0,0.9
sqlite3VdbeDelete,sqlite3VdbeClearObject,0.2840888183687669,22.25338201901271
sqlite3VdbeDelete,closeAllCursors,0.23950453185714785,12.709481031990293
sqlite3VdbeDelete,setAllPagerFlags,0.22420471099288136,8.97989085928739
sqlite3VdbeDelete,sqlite3VdbeDelete,0.21979745923917202,5.724000887566336
sqlite3VdbeDelete,sqlite3WindowUnlinkFromSelect,0.21768741313484488,5.05357316702577
sqlite3_vfs_find,sqlite3_vfs_find,0.39395583148838015,19.808487941379344
sqlite3_vfs_find,vfsUnlink,0.22772373503826748,7.782285826364569
sqlite3_vfs_find,sqlite3_realloc,0.220882483254537,8.304475893885058
sqlite3_vfs_find,sqlite3_malloc,0.21787434549212842,8.086540673598533
sqlite3_vfs_find,sqlite3_malloc64,0.2138700610762599,7.095444352553398
sqlite3_vfs_register,vfsUnlink,0.2763037824832623,13.580890818715702
sqlite3_vfs_register,sqlite3_vfs_find,0.22391780392698346,10.204859019686536
sqlite3_vfs_register,sqlite3_vfs_register,0.2153226419271849,9.723373402215115
sqlite3_vfs_register,removeFromSharingList,0.17577202687147447,4.853039281413242
sqlite3_vfs_register,sqlite3_malloc,0.16317945808206422,5.00695360694411
sqlite3_vfs_unregister,vfsUnlink,0.28369568168541365,12.683496978002307
sqlite3_vfs_unregister,sqlite3_vfs_find,0.235467766060749,10.276253453139422
sqlite3_vfs_unregister,sqlite3_malloc,0.1829318960636983,6.239925779600858
sqlite3_vfs_unregister,removeFromSharingList,0.1739154208842635,3.9609348898953254
sqlite3_vfs_unregister,sqlite3_malloc64,0.16432682143789978,4.913085484580586
sqlite3_mutex_alloc,sqlite3_mutex_alloc,0.24849091366457815,8.896277207912103
sqlite3_mutex_alloc,codeOffset,0.13706497104212256,2.0039232207464766
sqlite3_mutex_alloc,sqlite3AbsInt32,0.13194807767713987,2.091008583611397
sqlite3_mutex_alloc,autoIncStep,0.12723156951375497,1.5605560166035124
sqlite3_mutex_alloc,jsonReplaceFunc,0.12575207903496222,1.8950079989346245
sqlite3_mutex_free,releasePage,0.32751711372052683,7.291217324635885
sqlite3_mutex_free,sqlite3PagerUnref,0.32751711372052683,7.291217324635885
sqlite3_mutex_free,sqlite3BackupUpdate,0.32751711372052683,7.291217324635885
sqlite3_mutex_free,sqlite3DbFree,0.32751711372052683,7.291217324635885
sqlite3_mutex_free,sqlite3ExprDelete,0.32751711372052683,7.291217324635885
sqlite3_mutex_try,releasePage,0.30689725702468873,7.13263961745406
sqlite3_mutex_try,sqlite3PagerUnref,0.30689725702468873,7.13263961745406
sqlite3_mutex_try,sqlite3BackupUpdate,0.30689725702468873,7.13263961745406
sqlite3_mutex_try,sqlite3DbFree,0.30689725702468873,7.13263961745406
sqlite3_mutex_try,sqlite3ExprDelete,0.30689725702468873,7.13263961745406
sqlite3_release_memory,columnNullValue,0.9999999999999998,8.275470337587358
sqlite3_release_memory,dotlockIoFinderImpl,0.9999999999999998,8.275470337587358
sqlite3_release_memory,jrnlBufferSize,0.9999999999999998,8.275470337587358
sqlite3_release_memory,memdbDeviceCharacteristics,0.9999999999999998,8.275470337587358
sqlite3_release_memory,memdbSync,0.9999999999999998,8.275470337587358
sqlite3_memory_alarm,columnNullValue,0.9999999999999998,8.275470337587358
sqlite3_memory_alarm,dotlockIoFinderImpl,0.9999999999999998,8.275470337587358
sqlite3_memory_alarm,jrnlBufferSize,0.9999999999999998,8.275470337587358
sqlite3_memory_alarm,memdbDeviceCharacteristics,0.9999999999999998,8.275470337587358
sqlite3_memory_alarm,memdbSync,0.9999999999999998,8.275470337587358
sqlite3_soft_heap_limit64,sqlite3_realloc,0.18399462141669348,6.4387430676371995
sqlite3_soft_heap_limit64,sqlite3_malloc,0.18148884929475562,6.219671208669252
sqlite3_soft_heap_limit64,sqlite3_vfs_register,0.18137893561000656,6.024480205429203
sqlite3_soft_heap_limit64,sqlite3_malloc64,0.17090969738662973,5.240471645378196
sqlite3_soft_heap_limit64,sqlite3_realloc64,0.16901636695689393,5.240471645378196
sqlite3_memory_used,sqlite3PcacheShutdown,0.6174676343585014,11.223052221674369
sqlite3_memory_used,sqlite3BeginBenignMalloc,0.4624231759928439,9.301456364871
sqlite3_memory_used,sqlite3EndBenignMalloc,0.4624231759928439,9.301456364871
sqlite3_memory_used,sqlite3MallocEnd,0.45620409846522986,9.457471131407402
sqlite3_memory_used,sqlite3MutexEnd,0.4008507462746444,8.95597560174603
sqlite3_soft_heap_limit,sqlite3_mutex_alloc,0.17811005053995524,6.068870336812349
sqlite3_soft_heap_limit,sqlite3_mprintf,0.17637665986815954,4.928210639227174
sqlite3_soft_heap_limit,sqlite3_realloc,0.16549106625884294,5.441535382241215
sqlite3_soft_heap_limit,sqlite3_malloc,0.16323728896324446,5.222634747690018
sqlite3_soft_heap_limit,sqlite3_vtab_in,0.15639354717673348,3.5933447259705313
sqlite3_hard_heap_limit64,sqlite3_hard_heap_limit64,0.42721190991635616,17.47683491282064
sqlite3_hard_heap_limit64,sqlite3_soft_heap_limit64,0.23383175352264932,9.590177085148436
sqlite3_hard_heap_limit64,sqlite3_malloc64,0.2195180015183121,7.012211815488737
sqlite3_hard_heap_limit64,sqlite3_realloc64,0.21708619034255885,7.012211815488737
sqlite3_hard_heap_limit64,sqlite3_realloc,0.20797088132700448,7.054392975452681
sqlite3_memory_highwater,sqlite3PcacheShutdown,0.451288234230907,10.35125133345587
sqlite3_memory_highwater,sqlite3MallocEnd,0.41530315619660085,10.151034304379747
sqlite3_memory_highwater,sqlite3BeginBenignMalloc,0.3437711056650519,8.483783720462018
sqlite3_memory_highwater,sqlite3EndBenignMalloc,0.3437711056650519,8.483783720462018
sqlite3_memory_highwater,sqlite3MutexEnd,0.29799740023330534,8.083349662309766
sqlite3_malloc,sqlite3_realloc,0.27282163105518664,8.041129353069278
sqlite3_malloc,sqlite3_malloc,0.26910614833022434,7.931235548275426
sqlite3_malloc,sqlite3_malloc64,0.2623586167322857,7.27854220812831
sqlite3_malloc,sqlite3_realloc64,0.2594522190254375,7.27854220812831
sqlite3_malloc,sqlite3_vfs_unregister,0.2334844191115901,6.890004649788756
sqlite3Malloc,vfsUnlink,0.13309235910190406,2.0531775240054895
sqlite3Malloc,sqlite3Malloc,0.11882907826229706,1.9447254138174515
sqlite3Malloc,sqlite3SelectOpName,0.11278900170227872,1.1932788226657118
sqlite3_malloc64,sqlite3_malloc64,0.4742838155517081,10.812630396741266
sqlite3_malloc64,sqlite3_realloc64,0.38703364698372267,9.281168121224512
sqlite3_malloc64,sqlite3_vfs_unregister,0.348296601902545,9.01344897400314
sqlite3_malloc64,sqlite3_vmprintf,0.333294295516284,8.551665671231415
sqlite3_malloc64,sqlite3_reset_auto_extension,0.3229898212902494,8.773350448658402
sqlite3_free,invokeValueDestructor,0.21624931099504904,7.041330567284955
sqlite3_free,sqlite3_free,0.20322610142793635,7.239840595015814
sqlite3_free,sqlite3_mutex_try,0.18956083219374686,6.156552779462611
sqlite3_free,sqlite3_msize,0.17930671623572755,5.943799653809665
sqlite3_free,vfsUnlink,0.1641517910477114,4.588367500454625
sqlite3_realloc,sqlite3_realloc,0.4999533529914045,14.175778394307098
sqlite3_realloc,sqlite3_malloc,0.4261165009617246,12.251666709862242
sqlite3_realloc,sqlite3_malloc64,0.3185273048859199,8.57486832580496
sqlite3_realloc,sqlite3_realloc64,0.3149986728172669,8.57486832580496
sqlite3_realloc,sqlite3_vfs_unregister,0.2834713937692342,8.17790408009808
sqlite3Realloc,sqlite3Realloc,0.20175540245830065,11.860881590683436
sqlite3Realloc,sqlite3Malloc,0.15697279334402103,4.10928983629135
sqlite3Realloc,invokeValueDestructor,0.15489313059950469,2.0086272056500416
sqlite3Realloc,sqlite3_str_finish,0.13306914686573953,1.118672389599551
sqlite3Realloc,sqlite3_free,0.12330265854684946,0.9530477891176199
sqlite3_realloc64,sqlite3_realloc64,0.4864712306315095,11.144151644675798
sqlite3_realloc64,sqlite3_malloc64,0.3865545192546993,9.281168121224512
sqlite3_realloc64,sqlite3_vfs_unregister,0.34401179007297594,9.01344897400314
sqlite3_realloc64,sqlite3_vmprintf,0.32919404494721394,8.551665671231415
sqlite3_realloc64,sqlite3_reset_auto_extension,0.3190163383463013,8.773350448658402
sqlite3_str_append,sqlite3_str_append,0.47520775327254644,16.538766092558937
sqlite3_str_append,sqlite3_str_value,0.3102516559459065,9.463915285935084
sqlite3_str_append,enlargeAndAppend,0.3079938946048423,9.910113732415088
sqlite3_str_append,apiHandleError,0.26619299889611825,8.043560751100525
sqlite3_str_append,sqlite3_str_appendchar,0.26574323615453965,9.285446447009791
sqlite3_str_appendchar,sqlite3_str_appendchar,0.6010597734204667,28.33386426419765
sqlite3_str_appendchar,enlargeAndAppend,0.37786919326410456,14.17109231947136
sqlite3_str_appendchar,sqlite3_str_value,0.2452801424236115,8.203914717005297
sqlite3_str_appendchar,journalHdrOffset,0.23740932226075917,7.899409800311638
sqlite3_str_appendchar,sqlite3VtabModuleUnref,0.22736384290345824,7.598523217765441
sqlite3StrAccumEnlarge,sqlite3StrAccumEnlarge,0.2937569550729952,29.099827286472017
sqlite3StrAccumEnlarge,sqlite3Step,0.20372725961191962,7.8251542476618505
sqlite3StrAccumEnlarge,sqlite3VdbeFindCompare,0.1961843164488995,5.827369287697997
sqlite3StrAccumEnlarge,sqlite3VdbeReset,0.19098545460555863,2.9367842736157206
sqlite3StrAccumEnlarge,jsonReturnString,0.18045290120965385,4.094613268051613
sqlite3_str_appendall,sqlite3Strlen30,0.3199460564919758,9.951193691456531
sqlite3_str_appendall,sqlite3_str_value,0.3046577136148133,10.70215895051856
sqlite3_str_appendall,sqlite3StrAccumFinish,0.24170549394810958,8.297627383108521
sqlite3_str_appendall,transferJoinMarkings,0.24023710957848027,8.515994525572196
sqlite3_str_appendall,sqlite3_error_offset,0.23731076260967343,8.300330386474364
sqlite3_str_appendf,sqlite3_str_appendf,0.9164783859098408,22.505768014647497
sqlite3_str_appendf,sqlite3MPrintf,0.7199714472786681,18.644309505375187
sqlite3_str_appendf,sqlite3_log,0.5993372777044923,16.547664029035683
sqlite3_str_appendf,sqlite3VdbeError,0.5640893822447032,16.096410909569535
sqlite3_str_appendf,sqlite3_snprintf,0.5276316707168901,15.884933984322991
sqlite3DbFree,releasePage,0.3493180094648726,7.291217324635885
sqlite3DbFree,sqlite3PagerUnref,0.3493180094648726,7.291217324635885
sqlite3DbFree,sqlite3BackupUpdate,0.3493180094648726,7.291217324635885
sqlite3DbFree,sqlite3DbFree,0.3493180094648726,7.291217324635885
sqlite3DbFree,sqlite3ExprDelete,0.3493180094648726,7.291217324635885
enlargeAndAppend,enlargeAndAppend,0.8114548538464755,25.222088894913067
enlargeAndAppend,sqlite3_str_appendchar,0.3957639665858193,14.150675693627765
enlargeAndAppend,walShmBarrier,0.34799279098118785,8.951582176858306
enlargeAndAppend,sqlite3VdbeLeave,0.3372557687236165,8.432669822083383
enlargeAndAppend,sqlite3VdbeMemReleaseMalloc,0.3372557687236165,8.432669822083383
sqlite3_str_finish,sqlite3StrAccumFinish,0.4307952378925534,21.12014396300452
sqlite3_str_finish,sqlite3_str_value,0.3084193202244059,12.490980120497461
sqlite3_str_finish,sqlite3ReadOnlyShadowTables,0.22985217641675396,8.977180451457475
sqlite3_str_finish,binaryToUnaryIfNull,0.22787294041837827,8.764838303461854
sqlite3_str_finish,sqlite3_error_offset,0.22221267125305985,8.579135464680338
sqlite3_str_errcode,sqlite3WalHeapMemory,0.44021298813906407,9.001229942524919
sqlite3_str_errcode,sqlite3_stmt_busy,0.44021298813906407,9.001229942524919
sqlite3_str_errcode,sqlite3BtreeTxnState,0.43712871487848975,9.001229942524919
sqlite3_str_errcode,sqlite3_str_errcode,0.43712871487848975,9.001229942524919
sqlite3_str_errcode,sqlite3WalLimit,0.388242213422932,8.031623052945681
sqlite3_str_length,sqlite3_str_length,0.43414042716393053,8.907992212982318
sqlite3_str_length,sqlite3_system_errno,0.43414042716393053,8.907992212982318
sqlite3_str_length,sqlite3WalCallback,0.41546020138579715,8.753585337984827
sqlite3_str_length,sqlite3WalLimit,0.39102025930188516,8.031623052945681
sqlite3_str_length,unixUnfetch,0.37780104641269213,8.479750916516032
sqlite3_str_value,sqlite3_str_value,0.4913818112518499,13.861278750180327
sqlite3_str_value,sqlite3ExprSetErrorOffset,0.34014470611429026,9.069857680828095
sqlite3_str_value,jsonParseFree,0.3379706267493633,9.643432198218523
sqlite3_str_value,sqlite3DeleteTable,0.3375680906583341,9.76092537692578
sqlite3_str_value,sqlite3StrAccumFinish,0.3294628967880169,10.028050799268916
sqlite3_str_reset,sqlite3_str_reset,0.5672507366324212,17.872898807345756
sqlite3_str_reset,sqlite3WindowUnlinkFromSelect,0.3452876759307644,9.946237645499075
sqlite3_str_reset,invokeProfileCallback,0.3177268094060693,9.872487941158363
sqlite3_str_reset,autoAdjustDate,0.3164513000895753,11.47498496944038
sqlite3_str_reset,addArgumentToVtab,0.3091365810340333,9.044026837529772
sqlite3_str_new,sqlite3_str_new,0.35961865537054316,12.435811467184795
sqlite3_str_new,sqlite3_complete16,0.25408275703883926,9.037686312953102
sqlite3_str_new,sqlite3_malloc,0.24995608665598842,8.296598503980595
sqlite3_str_new,sqlite3_vfs_unregister,0.24712901539811488,8.113656392939571
sqlite3_str_new,sqlite3_vfs_register,0.24336126570895686,8.33981461433099
sqlite3_vmprintf,sqlite3_vmprintf,0.3414845048361623,11.633154514238772
sqlite3_vmprintf,sqlite3_malloc64,0.271206211822259,8.469415723335434
sqlite3_vmprintf,sqlite3_realloc64,0.26820180082962314,8.469415723335434
sqlite3_vmprintf,sqlite3_hard_heap_limit64,0.25566280903018757,9.360186035053125
sqlite3_vmprintf,sqlite3_realloc,0.21752204755336824,7.192896969417754
sqlite3_mprintf,sqlite3_mprintf,0.4651175060072944,21.232535738255343
sqlite3_mprintf,sqlite3_str_appendf,0.3702983227294953,13.666512067135963
sqlite3_mprintf,sqlite3MPrintf,0.3557402085967227,13.447440208168015
sqlite3_mprintf,sqlite3_log,0.32950812871650603,12.790224631264172
sqlite3_mprintf,sqlite3VdbeError,0.3228140586003845,13.056953337231509
sqlite3_vsnprintf,autoIncStep,0.5140938989086002,11.045341771714519
sqlite3_vsnprintf,codeOffset,0.4958893336008028,10.370838001565154
sqlite3_vsnprintf,sqlite3KeywordCode,0.4946436441987973,11.045341771714519
sqlite3_vsnprintf,sqlite3_vsnprintf,0.4162148034668354,10.63537651382298
sqlite3_vsnprintf,incrAggFunctionDepth,0.37638127399663796,9.21958668554227
sqlite3_snprintf,sqlite3_snprintf,0.6714150525462795,23.230059992029908
sqlite3_snprintf,sqlite3_log,0.6207385980180347,19.716737394850014
sqlite3_snprintf,sqlite3_str_appendf,0.5437345278246004,16.096410909569535
sqlite3_snprintf,sqlite3MPrintf,0.5223578463002224,15.88591295472935
sqlite3_snprintf,sqlite3VdbeError,0.465873759176437,15.030316428416569
sqlite3_log,sqlite3_log,0.47261134455628284,18.356454949924593
sqlite3_log,sqlite3_str_appendf,0.4028187575867603,14.366687432052071
sqlite3_log,sqlite3MPrintf,0.3869821169977788,14.149198447692324
sqlite3_log,sqlite3_snprintf,0.3594784018707747,14.86387785537962
sqlite3_log,sqlite3VdbeError,0.3511643181595994,13.775278913480019
sqlite3_randomness,chacha_block,0.252843665888245,25.496532370037546
sqlite3_stricmp,sqlite3_strglob,0.3016026533017298,11.206136434233224
sqlite3_stricmp,sqlite3_strlike,0.3016026533017298,11.206136434233224
sqlite3_stricmp,sqlite3_strnicmp,0.26120844893328166,12.054088038860135
sqlite3_stricmp,invokeValueDestructor,0.21820009685180297,7.235122953089713
sqlite3_stricmp,sqlite3_stricmp,0.20820382526849288,7.134806062585632
sqlite3_strnicmp,sqlite3_strnicmp,0.26232833916268106,12.002320860287488
sqlite3_strnicmp,sqlite3_strglob,0.24374478089553886,8.812697248439726
sqlite3_strnicmp,sqlite3_strlike,0.24374478089553886,8.812697248439726
sqlite3_strnicmp,invokeValueDestructor,0.19660329767234774,6.242522149717826
sqlite3_strnicmp,sqlite3_stricmp,0.18759642743689625,6.124432670600708
sqlite3_os_init,sqlite3_vfs_find,0.17536727514347955,6.4496425516411495
sqlite3_os_init,vfsUnlink,0.1710039339904362,4.922009949437969
sqlite3_os_init,sqlite3_vfs_register,0.14631597608039967,3.9062808269927096
sqlite3_os_init,pcache1Init,0.13530085546571569,3.2300425612178065
sqlite3_os_init,unixTempFileInit,0.12873377343345338,1.643281893906698
unixOpen,findInodeInfo,0.24042640625056358,25.784507442857805
unixOpen,unixOpen,0.22297759478687465,29.841636406814136
unixDelete,unixDelete,0.37212014915533115,22.811798254413926
unixDelete,robust_close,0.22541717001439332,8.110542554380421
unixDelete,dotlockUnlock,0.18650603091357756,6.128446135456983
unixDelete,unixLogErrorAtLine,0.18263750305821236,5.257857069424151
unixDelete,getFileMode,0.15681211031910475,4.585451205797582
unixAccess,unixAccess,0.7139164452847624,29.683564554410975
unixAccess,sqlite3ReleaseTempRange,0.24655237960679308,7.822729743387029
unixAccess,getFileMode,0.24070683686359262,7.8765266008696475
unixAccess,sqlite3ResolvePartIdxLabel,0.21313067586419185,6.4158772577823004
unixAccess,sqlite3PagerMaxPageCount,0.20525014039497744,6.207563999666978
unixFullPathname,unixFullPathname,0.5679898449681137,31.734272766796206
unixFullPathname,gatherSelectWindowsCallback,0.23342993542559243,8.02027765287478
unixFullPathname,sqlite3WindowExtraAggFuncDepth,0.22463176071010924,8.115989803700504
unixFullPathname,renameQuotefixExprCb,0.22266844322992033,7.5148999254613775
unixFullPathname,incrAggDepth,0.2190372039797499,7.388547411494109
unixDlOpen,jsonArrayFinal,0.9999999999999999,10.11809781647916
unixDlOpen,jsonArrayValue,0.9999999999999999,10.11809781647916
unixDlOpen,jsonObjectFinal,0.9999999999999999,10.11809781647916
unixDlOpen,jsonObjectValue,0.9999999999999999,10.11809781647916
unixDlOpen,minMaxFinalize,0.9999999999999999,10.11809781647916
unixDlError,sqlite3BeginBenignMalloc,0.4143677338491511,10.050164423469484
unixDlError,sqlite3EndBenignMalloc,0.4143677338491511,10.050164423469484
unixDlError,sqlite3PcacheShutdown,0.3156467268862134,8.189913909650231
unixDlError,sqlite3MallocEnd,0.29047750855365223,7.985533105639662
unixDlError,sqlite3MutexEnd,0.2736178301613619,7.781152301629092
unixDlSym,sqlite3BtreePayloadFetch,0.9999999999999999,10.255582654367611
unixDlSym,sqlite3DeleteTableGeneric,0.9999999999999999,10.255582654367611
unixDlSym,sqlite3WithDeleteGeneric,0.9999999999999999,10.255582654367611
unixDlSym,unixDlSym,0.9999999999999999,10.255582654367611
unixDlSym,sqlite3CteDelete,0.6388067455714769,8.354621811265224
unixDlClose,jsonCacheDeleteGeneric,0.9999999999999999,9.930042308525785
unixDlClose,nolockClose,0.9999999999999999,9.930042308525785
unixDlClose,pthreadMutexEnter,0.9999999999999999,9.930042308525785
unixDlClose,pthreadMutexLeave,0.9999999999999999,9.930042308525785
unixDlClose,sqlite3PageFree,0.9999999999999999,9.930042308525785
unixRandomness,unixRandomness,0.19680618290782484,8.088521557587033
unixRandomness,seekAndWriteFd,0.1215941579926074,2.885971002329331
unixRandomness,dotlockUnlock,0.11490542113462918,1.049409492239981
unixRandomness,unixGetLastError,0.10654059385545482,2.416308294757055
unixRandomness,robust_ftruncate,0.09320016680441763,1.833348244271484
unixSleep,unixSleep,0.9434640546939643,18.303549233249885
unixSleep,unixCurrentTimeInt64,0.24651393779711778,6.896664778397908
unixSleep,sqlite3MemFree,0.2274345580866992,6.017215582503501
unixSleep,sqlite3FixExpr,0.2196988103209002,6.017215582503501
unixSleep,sqlite3FixSelect,0.2196988103209002,6.017215582503501
unixCurrentTime,unixCurrentTimeInt64,0.4196918578112459,10.158226652152667
unixCurrentTime,unixSleep,0.2206028059940113,6.572053472385087
unixCurrentTime,sqlite3MemFree,0.20503289408204714,5.788798038279744
unixCurrentTime,sqlite3FixExpr,0.19805909570394015,5.788798038279744
unixCurrentTime,sqlite3FixSelect,0.19805909570394015,5.788798038279744
unixGetLastError,unixGetLastError,1.0,12.581441554588114
unixGetLastError,sourceidFunc,0.38034789352573617,7.283080112675458
unixGetLastError,versionFunc,0.38034789352573617,7.283080112675458
unixGetLastError,sqlite3ReportError,0.3489645463042824,7.071283506959322
unixGetLastError,unixLogErrorAtLine,0.25523060855796953,6.325871118413884
unixCurrentTimeInt64,unixCurrentTimeInt64,0.46941717351476725,10.497709556464667
unixCurrentTimeInt64,unixSleep,0.24673994439441452,6.896664778397908
unixCurrentTimeInt64,sqlite3MemFree,0.22932530099460094,6.017215582503501
unixCurrentTimeInt64,sqlite3FixExpr,0.22152524325608472,6.017215582503501
unixCurrentTimeInt64,sqlite3FixSelect,0.22152524325608472,6.017215582503501
unixSetSystemCall,unixSetSystemCall,0.25267814390184096,8.02212375185945
unixSetSystemCall,sqlite3_db_handle,0.1923115635998852,4.629113366861595
unixSetSystemCall,sqlite3UpsertNextIsIPK,0.19138104927087166,5.099052479875203
unixSetSystemCall,sqlite3_sql,0.18832394129982463,4.408628226993466
unixSetSystemCall,sqlite3_str_length,0.1873997553820813,4.408628226993466
unixGetSystemCall,sqlite3_vfs_find,0.1686634065405518,5.156152833181526
unixGetSystemCall,exprListIsConstant,0.15434658571751717,4.37194958713436
unixGetSystemCall,walkWindowList,0.15287034741232608,3.401507702640775
unixGetSystemCall,sqlite3_get_auxdata,0.14538174236770485,4.095974185994263
unixGetSystemCall,sqlite3FixTriggerStep,0.1447569024776586,2.152039039231619
unixNextSystemCall,sqlite3_db_handle,0.21249922492165407,6.429722539032291
unixNextSystemCall,sqlite3WalkExprList,0.2124594594559062,7.672474335954057
unixNextSystemCall,sqlite3_sql,0.20809300705216519,6.213256632163212
unixNextSystemCall,sqlite3_str_length,0.2070718058954185,6.213256632163212
unixNextSystemCall,sqlite3_system_errno,0.2070718058954185,6.213256632163212
sqlite3_os_end,sqlite3_os_end,1.0,9.788230097587356
sqlite3_os_end,columnNullValue,0.7561280522653675,7.766907874721532
sqlite3_os_end,dotlockIoFinderImpl,0.7561280522653675,7.766907874721532
sqlite3_os_end,jrnlBufferSize,0.7561280522653675,7.766907874721532
sqlite3_os_end,memdbDeviceCharacteristics,0.7561280522653675,7.766907874721532
sqlite3_serialize,sqlite3_serialize,0.26317047754489126,41.45542851495987
sqlite3_prepare_v2,unixShmBarrier,0.4897499100720629,7.048945563426582
sqlite3_prepare_v2,sqlite3TestExtInit,0.3074809059476683,6.086302433748835
sqlite3_prepare_v2,jsonCacheDeleteGeneric,0.30162358162652925,6.086302433748835
sqlite3_prepare_v2,nolockClose,0.30162358162652925,6.086302433748835
sqlite3_prepare_v2,pthreadMutexEnter,0.30162358162652925,6.086302433748835
sqlite3_column_int64,columnMem,0.2592162710005238,13.883259791200626
sqlite3_column_int64,sqlite3VdbeIntValue,0.25225942645489663,11.846855291990398
sqlite3_column_int64,sqlite3_data_count,0.23045027827928496,7.310129815342869
sqlite3_column_int64,sqlite3VdbeGetOp,0.22968548144994724,7.532983575338472
sqlite3_column_int64,autoIncBegin,0.22864277586397266,13.04402686288122
sqlite3_reset,sqlite3VdbeReset,0.4894572910508055,33.22248862362354
sqlite3_reset,sqlite3CheckCollSeq,0.245276360972756,8.710221434061935
sqlite3_reset,sqlite3AuthCheck,0.23966643902828613,10.660708932395398
sqlite3_reset,sqlite3ClearOnOrUsing,0.23937573444623658,7.851000690801331
sqlite3_reset,pcache1EnforceMaxPage,0.23767236662427857,10.33245912064958
sqlite3_exec,sqlite3OomFault,0.2325240435265378,12.915967742617944
sqlite3_exec,sqlite3_exec,0.16631466481835774,2.878911983816642
sqlite3_exec,deleteTable,0.16539185499773362,1.187078869226812
sqlite3_exec,moveToRoot,0.1582918810786311,3.030357927220881
sqlite3_column_int,columnMem,0.25758508424502147,13.801082417117755
sqlite3_column_int,sqlite3VdbeIntValue,0.25067201747861745,11.765307106762066
sqlite3_column_int,sqlite3_data_count,0.22900010912022686,7.229887673933974
sqlite3_column_int,sqlite3VdbeGetOp,0.22824012497665863,7.4527763878097675
sqlite3_column_int,autoIncBegin,0.22720398089060523,12.819826490182699
sqlite3_finalize,sqlite3VdbeReset,0.5021387668205836,34.24108345015609
sqlite3_finalize,sqlite3ClearOnOrUsing,0.3053184391435211,12.232402562645039
sqlite3_finalize,removeElementGivenHash,0.25088224189617475,12.268303337809275
sqlite3_finalize,sqlite3AuthCheck,0.2491313360924993,11.884551048833035
sqlite3_finalize,sqlite3ReadOnlyShadowTables,0.24675318871960844,10.2211054014445
sqlite3_database_file_object,sqlite3_database_file_object,0.3042975264734214,10.161381937722897
sqlite3_database_file_object,sqlite3SrcListAssignCursors,0.29029765453920237,10.6166279511438
sqlite3_database_file_object,databaseName,0.26029229011503685,8.059304459991756
sqlite3_database_file_object,exprListDeleteNN,0.2336460644187392,7.44171506746669
sqlite3_database_file_object,cellSizePtrNoPayload,0.20134585298475133,6.229087443906531
sqlite3_enable_shared_cache,sqlite3_enable_shared_cache,0.9999999999999999,9.788230097587357
